Estado de cuenta del comerciante

Tipo de informe,Envíos
Sucursal(es) buscada(s),Todas las sucursales
Búsqueda por fechas,01/03/2026 - 31/03/2026
Generados,26/03/2026 11:02:39 a. m.

Envíos

Número de establecimiento que envía,Fecha de la transacción,Cargos totales,Fecha de pago,Monto del pago,Monto del descuento,IVA
8488519166,3/3/2026,"MXN$ 1,685.64",6/3/2026,"MXN$ 1,664.13",(MXN$ 18.54),(MXN$ 2.97)
9350041845,3/3/2026,MXN$ 506.44,6/3/2026,MXN$ 499.98,(MXN$ 5.57),(MXN$ 0.89)
9350041845,3/3/2026,MXN$ 500.00,6/3/2026,MXN$ 493.62,(MXN$ 5.50),(MXN$ 0.88)
9350962107,3/3/2026,"MXN$ 4,389.71",6/3/2026,"MXN$ 4,333.69",(MXN$ 48.29),(MXN$ 7.73)
9350962107,3/3/2026,"MXN$ 2,978.83",6/3/2026,"MXN$ 2,940.82",(MXN$ 32.77),(MXN$ 5.24)
9351619052,3/3/2026,"MXN$ 2,794.01",6/3/2026,"MXN$ 2,758.36",(MXN$ 30.73),(MXN$ 4.92)
9351619052,3/3/2026,"MXN$ 1,500.00",6/3/2026,"MXN$ 1,480.86",(MXN$ 16.50),(MXN$ 2.64)
9351619078,3/3/2026,MXN$ 400.00,6/3/2026,MXN$ 394.90,(MXN$ 4.40),(MXN$ 0.70)
9351619086,3/3/2026,MXN$ 800.50,6/3/2026,MXN$ 790.28,(MXN$ 8.81),(MXN$ 1.41)
9351619102,3/3/2026,"MXN$ 1,604.84",6/3/2026,"MXN$ 1,584.37",(MXN$ 17.65),(MXN$ 2.82)
9351619110,3/3/2026,"MXN$ 5,486.20",6/3/2026,"MXN$ 5,416.19",(MXN$ 60.35),(MXN$ 9.66)
9351619110,3/3/2026,MXN$ 600.00,6/3/2026,MXN$ 592.34,(MXN$ 6.60),(MXN$ 1.06)
9351619185,3/3/2026,"MXN$ 1,379.80",6/3/2026,"MXN$ 1,362.19",(MXN$ 15.18),(MXN$ 2.43)
9351619250,3/3/2026,MXN$ 200.00,6/3/2026,MXN$ 197.45,(MXN$ 2.20),(MXN$ 0.35)
9351621314,3/3/2026,MXN$ 189.90,6/3/2026,MXN$ 187.48,(MXN$ 2.09),(MXN$ 0.33)
9351621322,3/3/2026,MXN$ 400.00,6/3/2026,MXN$ 394.90,(MXN$ 4.40),(MXN$ 0.70)
9353699482,4/3/2026,"MXN$ 1,524.00",6/3/2026,"MXN$ 1,504.56",(MXN$ 16.76),(MXN$ 2.68)
7160841268,2/3/2026,"MXN$ 1,055.76",5/3/2026,"MXN$ 1,042.29",(MXN$ 11.61),(MXN$ 1.86)
7460282536,2/3/2026,"MXN$ 6,376.51",5/3/2026,"MXN$ 6,295.15",(MXN$ 70.14),(MXN$ 11.22)
7460282536,2/3/2026,"MXN$ 3,395.44",5/3/2026,"MXN$ 3,352.11",(MXN$ 37.35),(MXN$ 5.98)
7460297294,2/3/2026,"MXN$ 15,479.89",5/3/2026,"MXN$ 15,282.37",(MXN$ 170.28),(MXN$ 27.24)
7460297294,2/3/2026,MXN$ 932.31,5/3/2026,MXN$ 920.41,(MXN$ 10.26),(MXN$ 1.64)
8130229545,2/3/2026,"MXN$ 1,574.57",5/3/2026,"MXN$ 1,554.48",(MXN$ 17.32),(MXN$ 2.77)
8130229545,2/3/2026,MXN$ 759.60,5/3/2026,MXN$ 749.90,(MXN$ 8.36),(MXN$ 1.34)
8265241414,2/3/2026,"MXN$ 1,018.66",5/3/2026,"MXN$ 1,005.66",(MXN$ 11.21),(MXN$ 1.79)
8267599470,2/3/2026,"MXN$ 1,366.65",5/3/2026,"MXN$ 1,349.21",(MXN$ 15.03),(MXN$ 2.41)
8267599470,2/3/2026,"MXN$ 2,082.20",5/3/2026,"MXN$ 2,055.64",(MXN$ 22.90),(MXN$ 3.66)
8483272829,2/3/2026,MXN$ 555.61,5/3/2026,MXN$ 548.52,(MXN$ 6.11),(MXN$ 0.98)
8488519166,2/3/2026,"MXN$ 17,504.60",5/3/2026,"MXN$ 17,281.24",(MXN$ 192.55),(MXN$ 30.81)
8488519166,2/3/2026,"MXN$ 19,996.00",5/3/2026,"MXN$ 19,740.85",(MXN$ 219.96),(MXN$ 35.19)
9350041845,2/3/2026,"MXN$ 2,695.17",5/3/2026,"MXN$ 2,660.78",(MXN$ 29.65),(MXN$ 4.74)
9350962107,2/3/2026,"MXN$ 10,784.07",5/3/2026,"MXN$ 10,646.47",(MXN$ 118.62),(MXN$ 18.98)
9350962107,2/3/2026,"MXN$ 4,072.00",5/3/2026,"MXN$ 4,020.04",(MXN$ 44.79),(MXN$ 7.17)
9351619052,2/3/2026,"MXN$ 1,279.10",5/3/2026,"MXN$ 1,262.78",(MXN$ 14.07),(MXN$ 2.25)
9351619078,2/3/2026,MXN$ 500.00,5/3/2026,MXN$ 493.62,(MXN$ 5.50),(MXN$ 0.88)
9351619110,2/3/2026,"MXN$ 3,200.00",5/3/2026,"MXN$ 3,159.17",(MXN$ 35.20),(MXN$ 5.63)
9351619110,2/3/2026,"MXN$ 1,463.52",5/3/2026,"MXN$ 1,444.84",(MXN$ 16.10),(MXN$ 2.58)
9351621314,2/3/2026,MXN$ 603.18,5/3/2026,MXN$ 595.49,(MXN$ 6.63),(MXN$ 1.06)
9351621322,2/3/2026,MXN$ 759.60,5/3/2026,MXN$ 749.90,(MXN$ 8.36),(MXN$ 1.34)
9353699482,3/3/2026,MXN$ 500.00,5/3/2026,MXN$ 493.62,(MXN$ 5.50),(MXN$ 0.88)
7160841268,1/3/2026,"MXN$ 2,020.14",4/3/2026,"MXN$ 1,994.36",(MXN$ 22.22),(MXN$ 3.56)
7460282536,1/3/2026,"MXN$ 4,227.55",4/3/2026,"MXN$ 4,173.61",(MXN$ 46.50),(MXN$ 7.44)
7460282536,1/3/2026,"MXN$ 1,302.39",4/3/2026,"MXN$ 1,285.77",(MXN$ 14.33),(MXN$ 2.29)
7460297294,1/3/2026,"MXN$ 6,672.18",4/3/2026,"MXN$ 6,587.05",(MXN$ 73.39),(MXN$ 11.74)
7460297294,1/3/2026,"MXN$ 6,999.02",4/3/2026,"MXN$ 6,909.71",(MXN$ 76.99),(MXN$ 12.32)
8130229545,1/3/2026,MXN$ 379.80,4/3/2026,MXN$ 374.95,(MXN$ 4.18),(MXN$ 0.67)
8130229545,1/3/2026,"MXN$ 1,105.22",4/3/2026,"MXN$ 1,091.11",(MXN$ 12.16),(MXN$ 1.95)
8265241414,1/3/2026,MXN$ 457.25,4/3/2026,MXN$ 451.42,(MXN$ 5.03),(MXN$ 0.80)
8267599470,1/3/2026,MXN$ 330.60,4/3/2026,MXN$ 326.38,(MXN$ 3.64),(MXN$ 0.58)
8267599470,1/3/2026,MXN$ 400.00,4/3/2026,MXN$ 394.90,(MXN$ 4.40),(MXN$ 0.70)
8483272829,1/3/2026,"MXN$ 2,679.03",4/3/2026,"MXN$ 2,644.84",(MXN$ 29.47),(MXN$ 4.72)
8483272829,1/3/2026,"MXN$ 1,537.66",4/3/2026,"MXN$ 1,518.04",(MXN$ 16.91),(MXN$ 2.71)
9350962107,1/3/2026,"MXN$ 5,812.74",4/3/2026,"MXN$ 5,738.57",(MXN$ 63.94),(MXN$ 10.23)
9350962107,1/3/2026,MXN$ 622.32,4/3/2026,MXN$ 614.37,(MXN$ 6.85),(MXN$ 1.10)
9351619078,1/3/2026,MXN$ 500.00,4/3/2026,MXN$ 493.62,(MXN$ 5.50),(MXN$ 0.88)
9351619102,1/3/2026,MXN$ 250.00,4/3/2026,MXN$ 246.81,(MXN$ 2.75),(MXN$ 0.44)
9351619110,1/3/2026,"MXN$ 2,947.55",4/3/2026,"MXN$ 2,909.94",(MXN$ 32.42),(MXN$ 5.19)
9351619110,1/3/2026,"MXN$ 1,082.56",4/3/2026,"MXN$ 1,068.74",(MXN$ 11.91),(MXN$ 1.91)
9351619169,1/3/2026,MXN$ 664.65,4/3/2026,MXN$ 656.17,(MXN$ 7.31),(MXN$ 1.17)
9351619185,1/3/2026,MXN$ 569.70,4/3/2026,MXN$ 562.43,(MXN$ 6.27),(MXN$ 1.00)
9351619250,1/3/2026,MXN$ 500.00,4/3/2026,MXN$ 493.62,(MXN$ 5.50),(MXN$ 0.88)
9351621314,1/3/2026,MXN$ 689.90,4/3/2026,MXN$ 681.10,(MXN$ 7.59),(MXN$ 1.21)
9351621322,1/3/2026,MXN$ 569.70,4/3/2026,MXN$ 562.43,(MXN$ 6.27),(MXN$ 1.00)
9353699482,2/3/2026,"MXN$ 3,888.29",4/3/2026,"MXN$ 3,838.68",(MXN$ 42.77),(MXN$ 6.84)

